area_sqft,num_floors,project_type,location_zone,foundation_type,wall_material,roof_type,has_basement,has_parking,quality_grade,soil_type,distance_to_city_center,total_cost
15075.220157444492,4,residential,urban,crawl_space,brick,mansard,1,1,luxury,sandy,84.8144247296941,7242072.575630779
19562.3375657953,5,industrial,urban,pile,glass,gable,0,0,economy,loamy,71.77696831804093,2928127.742836026
42631.265240084416,3,industrial,rural,crawl_space,steel,hip,0,1,standard,sandy,89.61411642089469,5407107.98999688
16187.639255235745,9,residential,suburban,slab,glass,hip,1,0,luxury,clay,8.27226711545771,9051011.78054179
8889.890960961578,18,infrastructure,rural,pile,wood,gable,0,1,luxury,clay,7.182200220581159,3700112.2539639273
28061.662491688334,11,residential,urban,crawl_space,brick,mansard,0,0,luxury,rocky,71.35249407759726,17832570.324110746
46839.66132095866,3,residential,rural,slab,glass,mansard,0,0,luxury,loamy,39.8528240997816,16819159.71484358
34953.47493541116,2,residential,urban,crawl_space,brick,gable,0,0,premium,loamy,48.16312612509396,9567581.513665842
28718.027919423566,9,residential,urban,basement,steel,hip,0,1,premium,loamy,60.431603560902246,12710900.763817374
5310.236441653043,14,infrastructure,urban,slab,concrete,flat,1,0,economy,loamy,98.5941461747311,1072966.081795161
30942.857721608903,4,infrastructure,suburban,basement,brick,hip,0,0,standard,sandy,6.716615553693417,4415372.251700846
49507.66558016103,9,residential,suburban,slab,glass,mansard,0,1,luxury,loamy,10.889488942618497,27927763.546986
7434.15875420794,13,commercial,suburban,basement,wood,hip,0,0,economy,sandy,82.93132356144774,877968.7550896059
26157.317792004967,18,commercial,rural,pile,wood,mansard,0,1,premium,clay,2.05242611562354,7389618.30367491
43929.967060433795,15,commercial,urban,basement,wood,hip,1,1,standard,sandy,45.0454840728404,11550049.547707384
37168.04657883312,10,commercial,rural,crawl_space,wood,gable,1,1,economy,loamy,77.4118289631836,3654860.2225783514
35002.279179265766,16,industrial,rural,slab,brick,mansard,0,0,standard,sandy,19.526882103409303,6392003.264053898
35272.96215736191,12,infrastructure,urban,crawl_space,wood,flat,0,0,standard,loamy,18.701011306557458,8577541.164890626
18294.81198537788,5,infrastructure,rural,basement,concrete,flat,0,0,standard,sandy,31.02523443326799,2326207.093939425
15032.796291092422,2,residential,urban,slab,steel,gable,0,0,premium,rocky,15.001033891494476,4560675.12819315
40563.377196186426,10,industrial,urban,basement,brick,hip,0,0,luxury,loamy,67.85528537218904,25258695.503409866
40600.61303661945,1,residential,urban,pile,brick,gable,0,1,standard,sandy,20.013755149746693,6758858.455170195
43420.079769715136,7,residential,urban,pile,wood,gable,0,1,economy,loamy,22.685753904581375,4870959.099060274
45705.40735154533,17,infrastructure,rural,pile,wood,flat,0,0,standard,clay,57.49351480917936,8227601.083048997
25811.44874361642,16,industrial,rural,basement,brick,flat,0,0,standard,sandy,96.7341078396044,4416084.62770304
25325.05658701638,3,commercial,rural,basement,wood,mansard,0,1,premium,sandy,91.38825723685412,3780044.173791601
40015.61135885537,14,infrastructure,suburban,pile,wood,mansard,1,0,economy,rocky,86.4496729626922,5608647.544962051
32673.214573499376,10,industrial,rural,basement,wood,mansard,0,1,standard,loamy,53.09238333278207,4319042.216269158
35247.360424256316,7,industrial,rural,crawl_space,wood,gable,0,0,premium,sandy,29.775181570572073,6411114.249361544
39891.737137087,17,infrastructure,suburban,basement,wood,gable,0,1,premium,rocky,70.57671782732655,13175878.254785918
44555.264419969535,6,infrastructure,urban,crawl_space,glass,mansard,1,1,luxury,rocky,38.957727977919824,27542705.673180178
17230.760264151024,4,residential,urban,pile,glass,flat,0,1,luxury,rocky,77.79089834312092,9866931.013516951
19091.35615567723,17,residential,urban,basement,glass,flat,0,0,luxury,loamy,1.6191485577313758,16591956.657848053
5152.1060221230155,9,residential,suburban,pile,brick,hip,0,0,standard,loamy,52.95400409668019,896166.1227369988
29124.866979310613,4,commercial,rural,slab,steel,mansard,1,1,standard,sandy,33.73504949973722,4711229.73854366
2279.1425529387334,7,infrastructure,rural,basement,brick,gable,1,1,standard,loamy,24.904910583577877,372226.0342852876
23547.10189755678,2,industrial,rural,basement,glass,hip,0,1,premium,loamy,66.18368376243767,4792921.994141077
27360.909418025043,17,infrastructure,rural,pile,brick,hip,1,1,standard,clay,65.837333361111,5254724.722409792
14683.791980350079,8,industrial,suburban,pile,steel,hip,1,0,premium,loamy,3.706717794359493,4499960.12625591
29746.246398166033,15,commercial,rural,pile,wood,mansard,1,0,economy,clay,94.76988860158875,3283569.8760699932
2009.7623719829467,15,infrastructure,urban,slab,concrete,mansard,1,0,standard,sandy,36.18530361505198,662043.4965006086
2348.735343086114,8,industrial,suburban,slab,glass,mansard,0,1,economy,rocky,91.74078143989841,328264.47534239345
41218.72775265308,16,industrial,suburban,pile,glass,flat,1,0,luxury,clay,58.371998817007984,27319422.72662947
18329.436749857512,19,residential,urban,basement,steel,hip,0,0,economy,sandy,65.25904728733848,3958958.2913632477
6789.495376268297,11,commercial,urban,basement,wood,flat,0,1,economy,clay,96.05155783199791,901105.034473267
26351.041372712818,2,infrastructure,rural,pile,wood,mansard,0,1,premium,loamy,82.21972796659743,4188969.0997385364
38614.68087838124,17,residential,urban,crawl_space,concrete,flat,0,1,premium,sandy,14.003501003024843,18851690.844063897
11183.140861093738,16,commercial,suburban,slab,wood,flat,0,1,premium,rocky,0.5220962593334155,3460158.0347542115
31333.078553040512,15,residential,suburban,slab,steel,gable,1,1,premium,clay,30.858738034175516,13656858.100924732
4724.699517191516,13,infrastructure,suburban,crawl_space,wood,mansard,0,0,luxury,loamy,48.85375943876235,2314875.902424846
3058.245197846081,15,industrial,rural,pile,steel,hip,0,0,economy,sandy,73.21498911633945,364478.0785680069
26802.054262623325,4,infrastructure,rural,basement,glass,mansard,0,1,luxury,loamy,66.10483803727016,9275476.221211713
27261.438519700274,16,commercial,urban,basement,glass,flat,0,0,luxury,sandy,31.285617141007684,23496106.80850011
32052.780124161225,12,infrastructure,rural,slab,glass,mansard,1,0,premium,clay,54.19959891633567,9760429.394095976
36441.52101927175,4,commercial,rural,crawl_space,brick,mansard,0,0,economy,sandy,65.09333160247738,2746161.8911047024
48804.67793339546,3,residential,suburban,basement,glass,gable,0,1,economy,clay,51.375020204380284,5417228.811191702
26056.867240909167,17,commercial,suburban,slab,steel,gable,1,0,luxury,sandy,68.89742960422308,17796989.857166383
16486.345410591675,18,industrial,urban,basement,concrete,mansard,0,0,premium,loamy,48.52182539483355,7782295.474332518
39861.71664105083,18,industrial,suburban,basement,wood,gable,1,0,luxury,loamy,52.96850069836132,22849801.54235279
13906.196437472674,17,industrial,rural,basement,glass,flat,0,0,economy,clay,94.07752927973607,1994967.200450304
22229.085324928987,12,residential,urban,slab,brick,flat,1,1,premium,rocky,38.91581276292817,8687600.115761125
4383.590876442165,4,commercial,urban,crawl_space,brick,flat,0,1,luxury,clay,75.57073311276639,2176794.2598256115
1754.8617990651467,12,residential,suburban,pile,steel,gable,1,1,economy,loamy,33.4676546165826,303579.0551338441
48151.09652655729,15,infrastructure,suburban,crawl_space,concrete,mansard,0,1,standard,sandy,33.18545353909603,11073619.616069507
41881.015965354185,16,infrastructure,suburban,basement,glass,flat,0,0,premium,rocky,92.6671596875075,17178776.528404504
34950.72320163805,5,infrastructure,urban,crawl_space,glass,hip,1,1,economy,loamy,69.867150542265,5593563.324529745
20743.17074850636,15,infrastructure,suburban,basement,brick,flat,0,0,premium,rocky,92.89582879775715,6500497.244001626
9078.068843506866,17,industrial,rural,slab,steel,mansard,1,1,economy,clay,99.45814620095254,1388523.4422079579
8243.63361221876,18,commercial,urban,slab,brick,flat,1,0,premium,loamy,0.02031651944003343,4215756.398704858
12887.02345914747,5,industrial,suburban,slab,brick,hip,0,1,standard,clay,98.3150249028609,2029705.789314831
27686.719902952962,13,commercial,rural,basement,concrete,flat,0,0,luxury,loamy,10.08707196785955,12411478.517933022
35872.49817365308,19,commercial,rural,crawl_space,steel,flat,1,0,luxury,loamy,7.041147993789543,22248190.261591453
33179.7701475277,13,residential,suburban,pile,concrete,mansard,1,1,luxury,clay,76.78098047555774,18043896.38975316
14356.72789882417,18,infrastructure,rural,pile,steel,flat,0,1,standard,loamy,35.01846006205058,3286333.730699041
47765.831392828106,14,commercial,urban,slab,glass,flat,0,1,premium,rocky,91.7811936500052,25104766.15537264
37025.89737644054,4,infrastructure,urban,pile,wood,gable,0,1,premium,rocky,54.45065689316175,9728905.18051556
27940.525599314333,4,infrastructure,rural,basement,wood,mansard,0,0,economy,clay,38.61116437513436,1946540.7678022995
30780.176938600434,19,infrastructure,urban,crawl_space,steel,mansard,0,1,economy,sandy,7.343737359325109,7088813.412245259
21270.2030901756,13,industrial,suburban,pile,wood,mansard,1,0,premium,rocky,46.463585177670396,6044927.1099153
12762.683980307294,12,infrastructure,rural,pile,brick,mansard,1,1,standard,loamy,27.789773405001206,2220412.0309752473
18120.64759323745,7,commercial,urban,crawl_space,glass,flat,1,1,standard,clay,7.661310110127539,5508176.845337919
38013.382467986274,12,industrial,suburban,pile,glass,hip,0,1,luxury,sandy,67.03885297741475,25225991.27798604
1212.4776871729155,4,infrastructure,suburban,crawl_space,wood,hip,0,0,luxury,clay,97.73368834977175,389020.1932326257
6245.5957050923535,2,residential,urban,basement,steel,gable,1,0,luxury,rocky,37.891448539654526,3168834.749512288
2777.130780076761,2,infrastructure,rural,basement,brick,flat,1,0,premium,loamy,29.72649205951672,482338.1601847184
2516.0757147890217,5,infrastructure,suburban,basement,steel,mansard,0,0,economy,rocky,8.996019031050862,272532.4265959444
42845.29890854486,10,industrial,suburban,slab,wood,mansard,0,0,premium,clay,22.314522110507884,11295583.513087202
35331.064039311175,10,commercial,suburban,basement,glass,hip,0,1,premium,loamy,28.497224979840574,11797761.603753114
23971.604539822598,9,infrastructure,suburban,pile,glass,gable,0,0,standard,sandy,34.41756128360647,5245067.3281723345
5342.790952224574,13,industrial,rural,slab,steel,flat,0,1,standard,rocky,63.39670482444848,1049755.6596183176
24834.985818283203,7,industrial,urban,slab,concrete,gable,0,0,economy,clay,11.487267806387402,3620930.887511182
23936.852653638,5,commercial,urban,slab,steel,flat,0,0,economy,loamy,5.842391342318343,3518322.714343742
9073.492560545752,10,industrial,urban,basement,concrete,gable,1,1,premium,clay,93.05818172922076,3989127.223616448
21975.656637279666,10,commercial,suburban,slab,steel,gable,0,1,premium,sandy,79.91886918125005,7405232.106775331
20225.984352669984,6,residential,rural,basement,concrete,mansard,0,0,premium,sandy,27.822208691535632,4085606.064015022
30984.579853584713,19,infrastructure,urban,basement,concrete,hip,1,0,premium,rocky,63.879218982068444,17347533.290878452
31937.135717948368,8,industrial,rural,slab,concrete,mansard,0,0,standard,sandy,59.24922797999057,4613199.550754677
2742.5484837162035,1,residential,urban,slab,concrete,hip,1,1,luxury,sandy,74.30105835333694,1184655.9779667675
19043.324424010327,17,industrial,suburban,pile,brick,gable,1,1,luxury,rocky,85.9294478716927,11351561.812173018
31480.0658278547,7,industrial,urban,slab,concrete,flat,1,1,luxury,clay,35.77520503273558,17733200.93346435
25405.244799714343,14,residential,suburban,basement,concrete,mansard,0,0,economy,rocky,66.08319827253236,3449667.8216863414
42896.24713882195,17,industrial,suburban,pile,glass,flat,0,1,economy,rocky,80.20409073909906,7955787.934099213
33105.33476513778,9,industrial,urban,pile,brick,mansard,0,1,economy,loamy,69.92943048757094,5200479.310481352
8565.25414053077,17,residential,rural,basement,concrete,mansard,1,1,economy,sandy,92.21355885345565,1184907.1774421777
3993.1529963212774,5,industrial,suburban,slab,wood,mansard,0,0,standard,sandy,49.46874527185986,531048.5219917314
32299.754271212623,8,commercial,rural,slab,brick,flat,0,1,premium,clay,80.26405932952181,6515804.748496345
1812.3098718102797,6,industrial,urban,crawl_space,glass,mansard,0,1,economy,sandy,90.97413978411302,281938.2470832835
29495.89127303643,11,infrastructure,suburban,slab,steel,mansard,0,1,luxury,clay,55.705287488085276,15030292.130137231
47041.3969505354,19,industrial,rural,crawl_space,glass,mansard,1,0,economy,loamy,1.7293532743372753,7811267.971456176
28985.97180485601,4,infrastructure,suburban,pile,glass,flat,0,1,luxury,clay,81.80083686608525,13670379.427187094
19714.411347222835,18,infrastructure,urban,pile,brick,mansard,0,1,premium,clay,84.60339714897869,9495598.995861359
32342.766812896483,1,industrial,suburban,pile,brick,flat,0,1,standard,loamy,39.98506607854525,4454532.82629438
23183.51807933007,13,residential,urban,crawl_space,wood,hip,1,1,standard,rocky,22.907807348101073,5991403.002085696
27508.03107113878,14,commercial,rural,basement,wood,mansard,1,1,economy,loamy,97.81492669420632,3001246.285660824
47102.508034438,1,commercial,suburban,basement,brick,gable,0,1,economy,sandy,55.16235823929184,3654390.7767285756
19612.080571138325,11,industrial,rural,pile,brick,hip,0,0,luxury,sandy,51.61796855098325,7926970.795906554
48078.93290928375,17,residential,urban,crawl_space,brick,flat,0,0,economy,loamy,94.60742942387682,9561439.26733123
45314.85677682515,4,residential,urban,crawl_space,steel,gable,0,1,standard,clay,40.80971122960052,10906571.832539048
10191.661172070173,12,commercial,rural,pile,glass,flat,0,0,economy,loamy,84.81359982246404,1342798.9369972378
3933.38439332069,10,residential,rural,slab,wood,flat,0,1,luxury,sandy,70.06510846897459,1412906.5639389413
5488.511068182619,6,industrial,urban,pile,wood,mansard,1,1,premium,loamy,96.77153721238093,1737349.7075726625
1401.9803697517116,1,industrial,rural,crawl_space,concrete,gable,1,1,standard,clay,42.86509425513522,179332.8162185735
5174.926557418456,7,residential,urban,slab,steel,flat,0,1,standard,sandy,90.76258883168474,1233097.0751551453
34308.835284109664,16,industrial,rural,basement,brick,hip,0,0,premium,rocky,56.88807171590883,10005095.77109721
4023.838098781335,14,infrastructure,urban,slab,brick,mansard,0,0,premium,loamy,47.587647242407805,1781224.3533708358
16289.293699541184,6,commercial,urban,basement,steel,hip,0,0,standard,loamy,30.5663544530261,4167629.115185195
42321.327892988,5,industrial,suburban,crawl_space,wood,hip,0,1,luxury,loamy,55.26980163181416,14539319.277195541
1651.9608189233804,18,residential,urban,pile,brick,mansard,1,1,luxury,loamy,57.255194595725335,1378092.4666252623
40816.18988815232,15,commercial,urban,pile,concrete,flat,0,0,economy,sandy,89.83911360076262,7823628.404401746
14451.811351283297,6,industrial,suburban,pile,wood,hip,1,0,luxury,clay,70.40621292843207,5120918.893745184
6349.158967271985,19,commercial,suburban,pile,glass,flat,0,0,standard,rocky,82.64736578484064,1852619.2563703193
34988.489685525456,1,residential,rural,pile,steel,flat,1,1,economy,loamy,76.91300364037191,3252302.2019879464
31632.670915604256,1,infrastructure,rural,crawl_space,wood,mansard,0,1,luxury,sandy,27.664655350298084,7207908.140426005
43934.86466958912,13,infrastructure,urban,crawl_space,glass,hip,1,1,premium,loamy,20.579756506017677,22568801.801574487
36886.016668292345,3,industrial,rural,pile,concrete,hip,0,1,luxury,rocky,25.8481355722039,10778096.592745837
40272.30605405001,10,infrastructure,rural,slab,steel,mansard,1,1,economy,loamy,14.65794243753341,4644936.940767981
14460.71134227967,3,industrial,urban,pile,brick,flat,0,0,premium,clay,38.59619234924627,4386781.218239268
9283.25741709628,9,commercial,suburban,basement,brick,flat,0,0,economy,loamy,65.39007145769283,956266.3852128081
37655.43020622249,8,industrial,suburban,basement,glass,mansard,0,1,economy,loamy,53.697749230520365,4965346.847093366
40438.31959372957,3,industrial,urban,basement,wood,flat,0,1,premium,loamy,67.9214328725319,10502034.571113698
49530.00452903333,13,industrial,urban,basement,concrete,flat,0,0,economy,clay,35.60984533856859,9163692.2957654
20924.57500711561,6,infrastructure,urban,pile,glass,hip,0,0,standard,sandy,20.52777865843599,5770012.12393255
